"debateID","speakersN","congress","session","weekday","day","month","year","title","date"
2710,11,108,1,"Thursday",8,"May",2003,"energy policy act of 2003","2003-05-08"
2711,6,108,1,"Tuesday",3,"June",2003,"energy policy act of 2003","2003-06-03"
2712,20,108,1,"Thursday",5,"June",2003,"energy policy act of 2003","2003-06-05"
2713,8,108,1,"Tuesday",10,"June",2003,"energy policy act of 2003","2003-06-10"
2714,5,108,1,"Wednesday",11,"June",2003,"energy policy act of 2003","2003-06-11"
2715,15,108,1,"Thursday",12,"June",2003,"energy policy act of 2003","2003-06-12"
2716,7,108,1,"Monday",28,"July",2003,"energy policy act of 2003","2003-07-28"
2717,5,108,1,"Tuesday",29,"July",2003,"energy policy act of 2003","2003-07-29"
2718,12,108,1,"Wednesday",30,"July",2003,"energy policy act of 2003","2003-07-30"
2719,6,108,1,"Wednesday",19,"November",2003,"energy policy act of 2003--conference report","2003-11-19"
2720,15,108,1,"Friday",21,"November",2003,"energy policy act of 2003--conference report","2003-11-21"
2721,19,108,1,"Wednesday",19,"November",2003,"energy policy act of 2003--conference report--continued","2003-11-19"
2722,28,108,1,"Thursday",20,"November",2003,"energy policy act of 2003--conference report--continued","2003-11-20"
2723,8,108,1,"Tuesday",3,"June",2003,"energy policy act of 2003--continued","2003-06-03"
2724,22,108,1,"Wednesday",11,"June",2003,"energy policy act of 2003--continued","2003-06-11"
2725,20,108,1,"Tuesday",29,"July",2003,"energy policy act of 2003--continued","2003-07-29"
2726,11,108,1,"Wednesday",30,"July",2003,"energy policy act of 2003--continued","2003-07-30"
2727,13,108,1,"Thursday",31,"July",2003,"energy policy act of 2003--continued","2003-07-31"
2728,7,108,1,"Wednesday",4,"June",2003,"energy policy act of 2003--resumed","2003-06-04"
2729,6,108,2,"Tuesday",18,"May",2004,"establishment of campaign medals","2004-05-18"
2730,19,108,1,"Wednesday",22,"January",2003,"executive session","2003-01-22"
2731,6,108,1,"Thursday",30,"January",2003,"executive session","2003-01-30"
2732,8,108,1,"Wednesday",5,"February",2003,"executive session","2003-02-05"
2733,9,108,1,"Thursday",6,"February",2003,"executive session","2003-02-06"
2734,11,108,1,"Monday",10,"February",2003,"executive session","2003-02-10"
2735,5,108,1,"Tuesday",11,"February",2003,"executive session","2003-02-11"
2736,22,108,1,"Wednesday",12,"February",2003,"executive session","2003-02-12"
2737,6,108,1,"Thursday",13,"February",2003,"executive session","2003-02-13"
2738,6,108,1,"Monday",24,"February",2003,"executive session","2003-02-24"
2739,19,108,1,"Tuesday",25,"February",2003,"executive session","2003-02-25"
2740,14,108,1,"Thursday",27,"February",2003,"executive session","2003-02-27"
2741,11,108,1,"Monday",3,"March",2003,"executive session","2003-03-03"
2742,5,108,1,"Thursday",6,"March",2003,"executive session","2003-03-06"
2743,6,108,1,"Monday",10,"March",2003,"executive session","2003-03-10"
2744,18,108,1,"Tuesday",11,"March",2003,"executive session","2003-03-11"
2745,8,108,1,"Thursday",13,"March",2003,"executive session","2003-03-13"
2746,8,108,1,"Tuesday",1,"April",2003,"executive session","2003-04-01"
2747,5,108,1,"Tuesday",8,"April",2003,"executive session","2003-04-08"
2748,6,108,1,"Monday",28,"April",2003,"executive session","2003-04-28"
2749,12,108,1,"Tuesday",29,"April",2003,"executive session","2003-04-29"
2750,12,108,1,"Wednesday",30,"April",2003,"executive session","2003-04-30"
2751,10,108,1,"Thursday",1,"May",2003,"executive session","2003-05-01"
2752,7,108,1,"Monday",5,"May",2003,"executive session","2003-05-05"
2753,19,108,1,"Wednesday",7,"May",2003,"executive session","2003-05-07"
2754,12,108,1,"Thursday",8,"May",2003,"executive session","2003-05-08"
2755,7,108,1,"Wednesday",11,"June",2003,"executive session","2003-06-11"
2756,6,108,1,"Friday",13,"June",2003,"executive session","2003-06-13"
2757,5,108,1,"Monday",28,"July",2003,"executive session","2003-07-28"
2758,6,108,1,"Tuesday",29,"July",2003,"executive session","2003-07-29"
2759,9,108,1,"Thursday",31,"July",2003,"executive session","2003-07-31"
2760,5,108,1,"Thursday",25,"September",2003,"executive session","2003-09-25"
2761,10,108,1,"Monday",27,"October",2003,"executive session","2003-10-27"
2762,17,108,1,"Tuesday",28,"October",2003,"executive session","2003-10-28"
2763,8,108,1,"Thursday",6,"November",2003,"executive session","2003-11-06"
2764,13,108,1,"Wednesday",12,"November",2003,"executive session","2003-11-12"
2765,20,108,1,"Tuesday",18,"November",2003,"executive session","2003-11-18"
2766,19,108,2,"Thursday",6,"May",2004,"executive session","2004-05-06"
2767,5,108,2,"Thursday",20,"May",2004,"executive session","2004-05-20"
2768,6,108,2,"Thursday",24,"June",2004,"executive session","2004-06-24"
2769,12,108,2,"Tuesday",20,"July",2004,"executive session","2004-07-20"
2770,14,108,2,"Wednesday",21,"July",2004,"executive session","2004-07-21"
2771,6,108,2,"Thursday",22,"July",2004,"executive session","2004-07-22"
2772,6,108,2,"Tuesday",7,"September",2004,"executive session","2004-09-07"
2773,30,108,2,"Wednesday",22,"September",2004,"executive session","2004-09-22"
2774,11,108,2,"Tuesday",16,"November",2004,"executive session","2004-11-16"
2775,10,108,1,"Wednesday",26,"February",2003,"executive session judge for the district of columbia","2003-02-26"
2776,6,108,1,"Wednesday",30,"July",2003,"executive session nomination of miguel a. estrada to be united states circuit judge for the district of columbia circuit","2003-07-30"
2777,5,108,1,"Thursday",27,"March",2003,"expressing gratitude of united states to nations participating in coalition to disarm iraq","2003-03-27"
2778,7,108,1,"Tuesday",4,"March",2003,"expressing support for the pledge of allegiance","2003-03-04"
2779,28,108,1,"Thursday",11,"September",2003,"expressing the sense of the senate on the second anniversary of the terrorist attacks against the united states on september 11, 2001","2003-09-11"
2780,15,108,2,"Wednesday",21,"April",2004,"fairness in asbestos injury resolution act of 2004--motion to proceed","2004-04-21"
2781,13,108,2,"Thursday",22,"April",2004,"fairness in asbestos injury resolution act of 2004--motion to proceed","2004-04-22"
2782,7,108,2,"Friday",19,"November",2004,"farewell","2004-11-19"
2783,13,108,2,"Monday",12,"July",2004,"federal marriage amendment--motion to proceed","2004-07-12"
2784,5,108,2,"Tuesday",13,"July",2004,"federal marriage amendment--motion to proceed","2004-07-13"
2785,31,108,2,"Wednesday",14,"July",2004,"federal marriage amendment--motion to proceed","2004-07-14"
2786,23,108,2,"Tuesday",13,"July",2004,"federal marriage amendment--motion to proceed--resumed","2004-07-13"
2787,5,108,1,"Friday",25,"July",2003,"fighting forest fires","2003-07-25"
2788,9,108,2,"Thursday",22,"July",2004,"financial solicitations on military bases","2004-07-22"
2789,13,108,1,"Friday",11,"April",2003,"fiscal year 2004 budget--conference report","2003-04-11"
2790,5,108,2,"Tuesday",15,"June",2004,"flood insurance reform act of 2004","2004-06-15"
2791,9,108,1,"Tuesday",28,"October",2003,"foreign operations, export financing, and related programs appropriations act, 2004","2003-10-28"
2792,5,108,1,"Wednesday",29,"October",2003,"foreign operations, export financing, and related programs appropriations act, 2004","2003-10-29"
2793,16,108,1,"Tuesday",28,"October",2003,"foreign operations, export financing, and related programs appropriations act, 2004--continued","2003-10-28"
2794,17,108,1,"Thursday",30,"October",2003,"foreign operations, export financing, and related programs appropriations act, 2004--resumed","2003-10-30"
2795,19,108,2,"Thursday",23,"September",2004,"foreign operations, export financing, and related programs appropriations act, 2005","2004-09-23"
2796,6,108,2,"Thursday",9,"September",2004,"garrett lee smith memorial act","2004-09-09"
2797,13,108,1,"Tuesday",14,"October",2003,"genetic information nondiscrimination act of 2003","2003-10-14"
2798,18,108,1,"Sunday",23,"November",2003,"happy 90th birthday, dad","2003-11-23"
2799,19,108,1,"Wednesday",29,"October",2003,"healthy forests restoration act of 2003","2003-10-29"
2800,9,108,1,"Thursday",30,"October",2003,"healthy forests restoration act of 2003","2003-10-30"
2801,9,108,1,"Friday",21,"November",2003,"healthy forests restoration act of 2003--conference report","2003-11-21"
2802,14,108,2,"Monday",23,"February",2004,"healthy mothers and healthy babies access to care act of 2003--motion to proceed","2004-02-23"
2803,10,108,2,"Tuesday",24,"February",2004,"healthy mothers and healthy babies access to care act of 2003--motion to proceed","2004-02-24"
2804,20,108,2,"Tuesday",24,"February",2004,"healthy mothers and healthy babies access to care act of 2003--motion to proceed--continued","2004-02-24"
2805,42,108,1,"Thursday",16,"October",2003,"help america to vote act","2003-10-16"
2806,5,108,2,"Wednesday",15,"September",2004,"homeland security appropriations","2004-09-15"
2807,6,108,1,"Wednesday",26,"March",2003,"honoring our armed forces","2003-03-26"
2808,8,108,1,"Thursday",27,"March",2003,"honoring our armed forces","2003-03-27"
2809,5,108,1,"Monday",31,"March",2003,"honoring our armed forces","2003-03-31"
2810,7,108,1,"Tuesday",1,"April",2003,"honoring our armed forces","2003-04-01"
2811,9,108,1,"Wednesday",2,"April",2003,"honoring our armed forces","2003-04-02"
2812,5,108,1,"Thursday",3,"April",2003,"honoring our armed forces","2003-04-03"
2813,7,108,1,"Wednesday",9,"April",2003,"honoring our armed forces","2003-04-09"
2814,8,108,1,"Thursday",10,"April",2003,"honoring our armed forces","2003-04-10"
2815,11,108,1,"Friday",11,"April",2003,"honoring our armed forces","2003-04-11"
2816,6,108,2,"Wednesday",28,"April",2004,"honoring our armed forces","2004-04-28"
2817,7,108,2,"Tuesday",7,"December",2004,"honoring our armed forces","2004-12-07"
2818,8,108,2,"Friday",19,"November",2004,"idea","2004-11-19"
2819,11,108,2,"Friday",19,"November",2004,"improving education results for children with disabilities act of 2004--conference report","2004-11-19"
2820,16,108,2,"Wednesday",17,"November",2004,"increasing the public debt limit--continued","2004-11-17"
2821,28,108,1,"Friday",23,"May",2003,"increasing the statutory limit on the public debt","2003-05-23"
2822,7,108,1,"Friday",23,"May",2003,"increasing the statutory limit on the public debt--continued","2003-05-23"
2823,19,108,2,"Wednesday",12,"May",2004,"individuals with disabilities education improvement act of 2003","2004-05-12"
2824,20,108,2,"Thursday",13,"May",2004,"individuals with disabilities education improvement act of 2003","2004-05-13"
2825,6,108,2,"Saturday",9,"October",2004,"innocence protection act of 2004","2004-10-09"
2826,13,108,1,"Friday",27,"June",2003,"in remembrance of strom thurmond","2003-06-27"
2827,23,108,1,"Friday",21,"November",2003,"intelligence authorization act for fiscal year 2004--conference report","2003-11-21"
2828,13,108,2,"Thursday",7,"October",2004,"intelligence committee reorganization","2004-10-07"
2829,27,108,2,"Friday",8,"October",2004,"intelligence committee reorganization","2004-10-08"
2830,10,108,2,"Saturday",9,"October",2004,"intelligence committee reorganization","2004-10-09"
2831,26,108,2,"Thursday",7,"October",2004,"intelligence committee reorganization--continued","2004-10-07"
2832,5,108,2,"Saturday",9,"October",2004,"intelligence committee reorganization--continued","2004-10-09"
2833,42,108,2,"Wednesday",8,"December",2004,"intelligence reform and terrorism prevention act of 2004--conference report","2004-12-08"
2834,11,108,1,"Friday",7,"November",2003,"internet tax non-discrimination act","2003-11-07"
2835,13,108,2,"Tuesday",27,"April",2004,"internet tax nondiscrimination act","2004-04-27"
2836,10,108,2,"Wednesday",28,"April",2004,"internet tax nondiscrimination act","2004-04-28"
2837,31,108,2,"Thursday",29,"April",2004,"internet tax nondiscrimination act","2004-04-29"
2838,12,108,2,"Monday",26,"April",2004,"internet tax nondiscrimination act--motion to proceed","2004-04-26"
2839,5,108,2,"Tuesday",27,"April",2004,"internet tax nondiscrimination act--motion to proceed--continued","2004-04-27"
2840,5,108,2,"Wednesday",23,"June",2004,"investigation into treatment of iraqi prisoners","2004-06-23"
2841,7,108,2,"Tuesday",2,"March",2004,"iraq","2004-03-02"
2842,24,108,2,"Thursday",30,"September",2004,"iraq--shifting rationale","2004-09-30"
2843,6,108,2,"Wednesday",7,"July",2004,"issues important to american families","2004-07-07"
2844,5,108,1,"Thursday",22,"May",2003,"jobs and growth package","2003-05-22"
2845,22,108,1,"Friday",23,"May",2003,"jobs and growth tax relief reconciliation act, 2003--conference report","2003-05-23"
2846,39,108,1,"Wednesday",14,"May",2003,"jobs and growth tax relief reconciliation act of 2003","2003-05-14"
2847,13,108,1,"Thursday",15,"May",2003,"jobs and growth tax relief reconciliation act of 2003","2003-05-15"
2848,37,108,1,"Thursday",15,"May",2003,"jobs and growth tax relief reconciliation act of 2003--continued","2003-05-15"
2849,5,108,1,"Monday",17,"November",2003,"jobs and the economy","2003-11-17"
2850,18,108,2,"Wednesday",3,"March",2004,"jumpstart our business strength (jobs) act","2004-03-03"
2851,15,108,2,"Thursday",4,"March",2004,"jumpstart our business strength (jobs) act","2004-03-04"
2852,23,108,2,"Wednesday",24,"March",2004,"jumpstart our business strength (jobs) act","2004-03-24"
2853,12,108,2,"Monday",3,"May",2004,"jumpstart our business strength (jobs) act","2004-05-03"
2854,8,108,2,"Tuesday",4,"May",2004,"jumpstart our business strength (jobs) act","2004-05-04"
2855,23,108,2,"Wednesday",5,"May",2004,"jumpstart our business strength (jobs) act","2004-05-05"
2856,7,108,2,"Tuesday",11,"May",2004,"jumpstart our business strength (jobs) act","2004-05-11"
2857,10,108,2,"Thursday",4,"March",2004,"jumpstart our business strength (jobs) act--continued","2004-03-04"
2858,13,108,2,"Tuesday",23,"March",2004,"jumpstart our business strength (jobs) act--continued","2004-03-23"
2859,21,108,2,"Tuesday",4,"May",2004,"jumpstart our business strength (jobs) act--continued","2004-05-04"
2860,37,108,2,"Tuesday",11,"May",2004,"jumpstart our business strength (jobs) act--continued","2004-05-11"
2861,7,108,2,"Monday",22,"March",2004,"jumpstart our business strength (jobs) act--resumed","2004-03-22"
2862,5,108,1,"Monday",8,"September",2003,"labor, health and human services, and education, and related agencies appropriations act, 2004","2003-09-08"
2863,8,108,2,"Tuesday",20,"July",2004,"legislation session","2004-07-20"
2864,8,108,1,"Thursday",10,"July",2003,"legislative branch appropriations, fiscal year 2004","2003-07-10"
2865,7,108,1,"Friday",11,"July",2003,"legislative branch appropriations, fiscal year 2004","2003-07-11"
2866,15,108,1,"Tuesday",8,"April",2003,"legislative session","2003-04-08"
2867,35,108,1,"Thursday",16,"January",2003,"making further continuing appropriations for fiscal year 2003","2003-01-16"
2868,17,108,1,"Friday",17,"January",2003,"making further continuing appropriations for fiscal year 2003","2003-01-17"
2869,26,108,1,"Tuesday",21,"January",2003,"making further continuing appropriations for fiscal year 2003","2003-01-21"
2870,9,108,1,"Wednesday",22,"January",2003,"making further continuing appropriations for fiscal year 2003","2003-01-22"
2871,40,108,1,"Thursday",23,"January",2003,"making further continuing appropriations for fiscal year 2003","2003-01-23"
2872,17,108,1,"Thursday",13,"February",2003,"making further continuing appropriations for fiscal year 2003-- conference report","2003-02-13"
2873,5,108,1,"Tuesday",21,"January",2003,"making further continuing appropriations for fiscal year 2003-- continued","2003-01-21"
2874,48,108,1,"Wednesday",22,"January",2003,"making further continuing appropriations for fiscal year 2003-- continued","2003-01-22"
2875,7,108,1,"Tuesday",14,"January",2003,"making majority committee appointments--continued","2003-01-14"
2876,7,108,1,"Tuesday",14,"January",2003,"making majority party appointments--continued","2003-01-14"
2877,7,108,1,"Saturday",22,"November",2003,"medicare prescription drug, improvement, and modernization act of 2003--conference report","2003-11-22"
2878,7,108,1,"Sunday",23,"November",2003,"medicare prescription drug, improvement, and modernization act of 2003--conference report","2003-11-23"
2879,56,108,1,"Monday",24,"November",2003,"medicare prescription drug, improvement, and modernization act of 2003--conference report","2003-11-24"
2880,31,108,1,"Tuesday",25,"November",2003,"medicare prescription drug, improvement, and modernization act of 2003--conference report","2003-11-25"
2881,14,108,1,"Saturday",22,"November",2003,"medicare prescription drug, improvement, and modernization act of 2003--conference report--continued","2003-11-22"
2882,6,108,1,"Wednesday",2,"April",2003,"miguel a. estrada, of virginia, to be united states circuit judge for the district of columbia circuit","2003-04-02"
2883,5,108,1,"Tuesday",20,"May",2003,"mike jendrzejczyk: a legend in human rights","2003-05-20"
2884,6,108,2,"Wednesday",15,"September",2004,"military construction appropriations act, 2005","2004-09-15"
2885,6,108,2,"Monday",11,"October",2004,"military construction appropriations act, 2005--conference report","2004-10-11"
2886,5,108,2,"Friday",19,"November",2004,"miscellaneous trade and technical corrections act of 2004--conference report","2004-11-19"
2887,8,108,1,"Tuesday",3,"June",2003,"morning business","2003-06-03"
2888,13,108,1,"Wednesday",5,"March",2003,"moscow treaty","2003-03-05"
2889,5,108,1,"Thursday",6,"March",2003,"moscow treaty","2003-03-06"
2890,15,108,1,"Thursday",6,"March",2003,"moscow treaty--continued","2003-03-06"
2891,10,108,1,"Friday",17,"January",2003,"murder of americans in indonesia","2003-01-17"
2892,7,108,2,"Tuesday",5,"October",2004,"nafta injury panel decision","2004-10-05"
2893,5,108,1,"Tuesday",21,"January",2003,"national amber alert network act of 2003","2003-01-21"
2894,13,108,1,"Tuesday",4,"November",2003,"national consumer credit reporting system improvement act of 2003","2003-11-04"
2895,18,108,1,"Tuesday",4,"November",2003,"national consumer credit reporting system improvement act of 2003-- continued","2003-11-04"
2896,6,108,1,"Monday",19,"May",2003,"national defense authorization act for fiscal year 2004","2003-05-19"
2897,6,108,1,"Tuesday",20,"May",2003,"national defense authorization act for fiscal year 2004","2003-05-20"
2898,37,108,1,"Wednesday",21,"May",2003,"national defense authorization act for fiscal year 2004","2003-05-21"
2899,17,108,1,"Thursday",22,"May",2003,"national defense authorization act for fiscal year 2004","2003-05-22"
2900,17,108,1,"Wednesday",4,"June",2003,"national defense authorization act for fiscal year 2004","2003-06-04"
2901,16,108,1,"Tuesday",11,"November",2003,"national defense authorization act for fiscal year 2004--conference report","2003-11-11"
2902,18,108,1,"Wednesday",12,"November",2003,"national defense authorization act for fiscal year 2004--conference report--resumed","2003-11-12"
2903,9,108,1,"Monday",19,"May",2003,"national defense authorization act for fiscal year 2004--continued","2003-05-19"
2904,25,108,1,"Tuesday",20,"May",2003,"national defense authorization act for fiscal year 2004--continued","2003-05-20"
2905,21,108,1,"Thursday",22,"May",2003,"national defense authorization act for fiscal year 2004--continued","2003-05-22"
2906,10,108,2,"Monday",17,"May",2004,"national defense authorization act for fiscal year 2005","2004-05-17"
2907,16,108,2,"Wednesday",19,"May",2004,"national defense authorization act for fiscal year 2005","2004-05-19"
2908,13,108,2,"Thursday",3,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-03"
2909,5,108,2,"Friday",4,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-04"
2910,14,108,2,"Monday",14,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-14"
2911,13,108,2,"Tuesday",15,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-15"
2912,23,108,2,"Wednesday",16,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-16"
2913,13,108,2,"Thursday",17,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-17"
2914,9,108,2,"Friday",18,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-18"
2915,15,108,2,"Monday",21,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-21"
2916,9,108,2,"Tuesday",22,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-22"
2917,20,108,2,"Wednesday",23,"June",2004,"national defense authorization act for fiscal year 2005","2004-06-23"
2918,16,108,2,"Tuesday",18,"May",2004,"national defense authorization act for fiscal year 2005--continued","2004-05-18"
2919,10,108,2,"Thursday",20,"May",2004,"national defense authorization act for fiscal year 2005--continued","2004-05-20"
2920,8,108,2,"Thursday",3,"June",2004,"national defense authorization act for fiscal year 2005--continued","2004-06-03"
2921,21,108,2,"Tuesday",15,"June",2004,"national defense authorization act for fiscal year 2005--continued","2004-06-15"
2922,8,108,2,"Wednesday",16,"June",2004,"national defense authorization act for fiscal year 2005--continued","2004-06-16"
2923,13,108,2,"Thursday",17,"June",2004,"national defense authorization act for fiscal year 2005--continued","2004-06-17"
2924,14,108,2,"Tuesday",22,"June",2004,"national defense authorization act for fiscal year 2005--continued","2004-06-22"
2925,12,108,2,"Wednesday",23,"June",2004,"national defense authorization act for fiscal year 2005--continued","2004-06-23"
2926,5,108,2,"Tuesday",18,"May",2004,"national defense authorization act for fiscal year 2005--resumed","2004-05-18"
2927,7,108,2,"Friday",21,"May",2004,"national defense authorization act for fiscal year 2005--resumed","2004-05-21"
2928,6,108,2,"Tuesday",22,"June",2004,"national defense authorization act for fiscal year 2005--resumed","2004-06-22"
2929,8,108,2,"Monday",27,"September",2004,"national intelligence reform act of 2004","2004-09-27"
2930,6,108,2,"Tuesday",28,"September",2004,"national intelligence reform act of 2004","2004-09-28"
2931,25,108,2,"Wednesday",29,"September",2004,"national intelligence reform act of 2004","2004-09-29"
2932,18,108,2,"Friday",1,"October",2004,"national intelligence reform act of 2004","2004-10-01"
2933,24,108,2,"Monday",4,"October",2004,"national intelligence reform act of 2004","2004-10-04"
2934,10,108,2,"Tuesday",5,"October",2004,"national intelligence reform act of 2004","2004-10-05"
2935,14,108,2,"Tuesday",28,"September",2004,"national intelligence reform act of 2004--continued","2004-09-28"
2936,13,108,2,"Tuesday",5,"October",2004,"national intelligence reform act of 2004--continued","2004-10-05"
2937,7,108,1,"Friday",17,"January",2003,"natural disasters in north dakota","2003-01-17"
2938,5,108,2,"Thursday",17,"June",2004,"nomination of jane j. boyle to be united states district judge for the northern district of texas","2004-06-17"
2939,9,108,1,"Thursday",13,"March",2003,"nomination of jay s. bybee, of nevada, to be united states circuit judge for the ninth circuit","2003-03-13"
2940,12,108,2,"Tuesday",6,"July",2004,"nomination of j. leon holmes, to be united states district judge-- continued","2004-07-06"
2941,5,108,1,"Monday",28,"April",2003,"nomination of judge edward prado","2003-04-28"
2942,10,108,1,"Tuesday",11,"February",2003,"nomination of miguel a. estrada, of virginia, to be united states circuit judge for the district of columbia circuit--resumed","2003-02-11"
2943,6,108,1,"Tuesday",4,"March",2003,"nomination of miguel a. estrada, of virginia, to be united states circuit judge for the district of columbia--continued","2003-03-04"
2944,7,108,1,"Tuesday",29,"April",2003,"nomination of priscilla owen to be united states circuit judge for the fifth circuit","2003-04-29"
2945,5,108,1,"Wednesday",17,"September",2003,"nomination of sandra j. feuerstein to be u.s. district judge for the eastern district of new york","2003-09-17"
2946,12,108,1,"Wednesday",30,"July",2003,"nominations","2003-07-30"
2947,5,108,1,"Monday",10,"February",2003,"nominations of john r. adams to be u.s. district judge for the northern district judge for the western district of texas","2003-02-10"
2948,6,108,1,"Thursday",13,"February",2003,"omnibus appropriations","2003-02-13"
2949,6,108,2,"Saturday",20,"November",2004,"omnibus appropriations","2004-11-20"
2950,5,108,1,"Tuesday",11,"March",2003,"partial-birth abortion ban act of 2003","2003-03-11"
2951,23,108,1,"Wednesday",12,"March",2003,"partial-birth abortion ban act of 2003","2003-03-12"
2952,9,108,1,"Thursday",13,"March",2003,"partial-birth abortion ban act of 2003","2003-03-13"
2953,6,108,1,"Tuesday",21,"October",2003,"partial-birth abortion ban act of 2003--conference report","2003-10-21"
2954,18,108,1,"Tuesday",21,"October",2003,"partial-birth abortion ban act of 2003 conference report--continued","2003-10-21"
2955,17,108,1,"Tuesday",11,"March",2003,"partial-birth abortion ban act of 2003--continued","2003-03-11"
2956,5,108,2,"Thursday",22,"July",2004,"patient safety and quality improvement act of 2003","2004-07-22"
2957,5,108,1,"Tuesday",8,"July",2003,"patients first act","2003-07-08"
2958,7,108,1,"Monday",7,"July",2003,"patients first act of 2003--motion to proceed","2003-07-07"
2959,18,108,1,"Wednesday",9,"July",2003,"patients first act of 2003--motion to proceed","2003-07-09"
2960,13,108,1,"Tuesday",8,"July",2003,"patients first act of 2003--motion to proceed--resumed","2003-07-08"
2961,5,108,1,"Wednesday",23,"July",2003,"pediatric research equity act of 2003","2003-07-23"
2962,7,108,2,"Thursday",22,"January",2004,"pension funding equity act of 2003","2004-01-22"
2963,7,108,2,"Monday",26,"January",2004,"pension funding equity act of 2003","2004-01-26"
2964,11,108,2,"Wednesday",28,"January",2004,"pension funding equity act of 2003","2004-01-28"
2965,8,108,2,"Tuesday",27,"January",2004,"pension funding equity act of 2003--continued","2004-01-27"
2966,25,108,2,"Thursday",8,"April",2004,"pension funding equity act of 2004--conference report","2004-04-08"
2967,11,108,2,"Tuesday",30,"March",2004,"personal responsibility and individual development for everyone act","2004-03-30"
2968,24,108,2,"Wednesday",31,"March",2004,"personal responsibility and individual development for everyone act","2004-03-31"
2969,7,108,2,"Thursday",1,"April",2004,"personal responsibility and individual development for everyone act","2004-04-01"
2970,9,108,2,"Monday",29,"March",2004,"personal responsibility and individual development for everyone act-- continued","2004-03-29"
2971,8,108,2,"Tuesday",30,"March",2004,"personal responsibility and individual development for everyone act-- continued","2004-03-30"
2972,11,108,2,"Thursday",1,"April",2004,"personal responsibility and individual development for everyone act-- continued","2004-04-01"
2973,7,108,1,"Friday",7,"November",2003,"politicizing the senate intelligence committee","2003-11-07"
2974,16,108,2,"Tuesday",6,"April",2004,"pregnancy and trauma care access protection act of 2004--motion to proceed","2004-04-06"
2975,8,108,1,"Monday",16,"June",2003,"prescription drug and medicare improvement act of 2003","2003-06-16"
2976,28,108,1,"Thursday",19,"June",2003,"prescription drug and medicare improvement act of 2003","2003-06-19"
2977,14,108,1,"Monday",23,"June",2003,"prescription drug and medicare improvement act of 2003","2003-06-23"
2978,14,108,1,"Tuesday",24,"June",2003,"prescription drug and medicare improvement act of 2003","2003-06-24"
2979,16,108,1,"Wednesday",25,"June",2003,"prescription drug and medicare improvement act of 2003","2003-06-25"
2980,10,108,1,"Tuesday",17,"June",2003,"prescription drug and medicare improvement act of 2003--continued","2003-06-17"
2981,8,108,1,"Thursday",19,"June",2003,"prescription drug and medicare improvement act of 2003--continued","2003-06-19"
2982,22,108,1,"Tuesday",24,"June",2003,"prescription drug and medicare improvement act of 2003--continued","2003-06-24"
2983,27,108,1,"Wednesday",25,"June",2003,"prescription drug and medicare improvement act of 2003--continued","2003-06-25"
2984,34,108,1,"Thursday",26,"June",2003,"prescription drug and medicare improvement act of 2003--continued","2003-06-26"
2985,6,108,1,"Tuesday",17,"June",2003,"prescription drug and medicare improvement act of 2003--resumed","2003-06-17"
2986,23,108,1,"Wednesday",18,"June",2003,"prescription drug and medicare improvement act of 2003--resumed","2003-06-18"
2987,15,108,1,"Friday",20,"June",2003,"prescription drug and medicare improvement act of 2003--resumed","2003-06-20"
2988,20,108,1,"Thursday",26,"June",2003,"prescription drug and medicare improvement act of 2003--resumed","2003-06-26"
2989,7,108,2,"Wednesday",19,"May",2004,"project bioshield act of 2003","2004-05-19"
2990,6,108,1,"Thursday",10,"April",2003,"prosecutorial remedies and other tools to end the exploitation of children today (protect) act of 2003--conference report","2003-04-10"
2991,5,108,1,"Monday",24,"February",2003,"prosecutorial remedies and tools against the exploitation of children act of 2003","2003-02-24"
2992,7,108,2,"Friday",27,"February",2004,"protection of lawful commerce in arms act","2004-02-27"
2993,16,108,2,"Monday",1,"March",2004,"protection of lawful commerce in arms act","2004-03-01"
2994,20,108,2,"Tuesday",2,"March",2004,"protection of lawful commerce in arms act","2004-03-02"
2995,6,108,2,"Tuesday",2,"March",2004,"protection of lawful commerce in arms act--continued","2004-03-02"
2996,17,108,2,"Wednesday",25,"February",2004,"protection of lawful commerce in arms act--motion to proceed","2004-02-25"
2997,27,108,2,"Thursday",26,"February",2004,"protection of lawful commerce in arms act--motion to proceed","2004-02-26"
2998,17,108,1,"Tuesday",7,"January",2003,"provision of a 5-month extension of the temporary extended unemployment compensation act of 2002","2003-01-07"
2999,5,108,1,"Sunday",23,"November",2003,"recognition of the minority leader","2003-11-23"
3000,5,108,2,"Thursday",24,"June",2004,"renewal of import restrictions in the burmese freedom and democracy act of 2003","2004-06-24"
3001,6,108,2,"Thursday",24,"June",2004,"reservation of leader time","2004-06-24"
3002,7,108,1,"Wednesday",17,"September",2003,"roe roe. v. wade","2003-09-17"
3003,8,108,2,"Saturday",9,"October",2004,"ronald w. reagan national defense authorization act for fiscal year 2005--conference report","2004-10-09"
